State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Latitude,Longitude,Outlier_Score,Local_Moran_Significant,Getis_Ord_Significant,Isolation_Forest_Outlier
Osun,OSOGBO,JAGUN 'A',29-30-09-007,"22, OLUGUNNA STREET",93,102,0,0,7.7648921,4.5628772,2,True,True,False
Osun,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-007,"FEDERAL TECHNICAL COLLEGE, CAPAA II",0,0,14,0,7.6358779,4.7545983,2,True,True,True
Osun,IFE EAST,MODAKEKE  III,29-13-10-004,"C.A.C PRY. SCHOOL, ONDO ROAD",0,0,0,0,7.482357,4.5363665,2,True,True,True
Osun,OSOGBO,BABA KEKERE,29-30-11-006,"24,OKOKI IFEDODUN",129,159,0,0,7.7660253,4.5779191,2,True,True,False
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-009,"L.A. SCHOOL, EESADEE",320,67,0,0,7.8358911,4.6347041,2,True,True,True
Osun,OSOGBO,OTUN BALOGUN 'A',29-30-14-005,L.A. PRY. SCHOOL  I,134,100,5,1,7.7654948,4.571777,2,True,True,False
Osun,IFE EAST,MODAKEKE  III,29-13-10-002,"AKODI IJEDU I, IJEDU AREA",0,0,0,0,7.4853287,4.526348,2,True,True,True
Osun,AYEDIRE,ILEOGBO  IV,29-04-08-004,AYI OPEN SPACE,164,205,6,0,7.6312421,4.2564094,2,True,True,True
Osun,ILA,EJIGBO  III,29-17-03-007,OGUNLADE JUNCTION,175,294,12,0,8.0045209,4.8924854,1,False,False,True
Osun,IWO,ISALE OBA  III,29-23-03-006,"HOSPITAL ROAD, KUTI JUNCTION",111,163,31,0,7.6316916,4.2102716,1,True,True,False
Osun,ILA,EJIGBO  III,29-17-03-006,NEW GARAGE,129,189,3,0,8.0015687,4.8676221,1,True,True,False
Osun,ILA,EJIGBO  III,29-17-03-005,ONIFADE JUNCTION,119,155,6,0,8.0015687,4.8676221,1,True,True,False
Osun,IWO,ISALE OBA  III,29-23-03-008,PANADA,157,143,2,0,7.6316916,4.2102716,1,True,True,False
Osun,IWO,ISALE OBA  III,29-23-03-004,"D.C PRY. SCHOOL, AJANGBALA II",91,84,1,0,7.6401303,4.1769749,1,True,True,False
Osun,IREWOLE,IKIRE 'F',29-21-06-006,"OOSAFAFIOYE OPEN SPACE, MORINGBERE, IKIRE",156,166,4,0,7.4366325,4.2666678,1,True,True,False
Osun,ILESA WEST,EREJA,29-19-09-004,TIPPER OWNERS,69,71,2,0,7.6255599,4.7400419,1,True,True,False
Osun,ILA,ISEDO  I,29-17-04-005,OLOJAGBELE II,22,33,1,0,8.0009562,4.9195154,1,False,False,True
Osun,IWO,ISALE OBA  I,29-23-01-004,"A.U.D. PRY. SCHOOL, AKINFENWA IV",173,99,1,0,7.6252123,4.1808158,1,True,True,False
Osun,IWO,ISALE OBA  I,29-23-01-001,"A.U.D. PRY. SCHOOL, AKINFENWA I",269,178,3,0,7.6252123,4.1808158,1,False,False,True
Osun,ISOKAN,ASALU (MOGIMOGI),29-22-08-004,AFRICAN PRIMARY SCHOOL,165,1,10,0,7.3469464,4.1908193,1,False,False,True
Osun,ISOKAN,ALAPOMU  I (ODO-OSUN),29-22-06-002,ST. BARNABAS PRY. SCHOOL,201,148,6,1,7.3241893,4.1846569,1,False,False,True
Osun,ISOKAN,ALAPOMU  I (ODO-OSUN),29-22-06-001,"BAPTIST PRY. SCHOOL, OKE OLOSI",132,256,0,0,7.403862,4.232291,1,False,False,True
Osun,ISOKAN,IDOGUN WARD,29-22-05-005,ERUKU VILLAGE,102,134,3,0,7.214425,4.1206748,1,True,True,False
Osun,ILA,ISEDO  I,29-17-04-013,SECRETARIAT,144,328,3,1,8.0009562,4.9195154,1,False,False,True
Osun,ISOKAN,IDOGUN WARD,29-22-05-002,"A.U.D PRY. SCHOOL, OLOKUTA",0,0,0,0,7.3485099,4.1871909,1,False,False,True
Osun,IREPODUN,BARA 'A',29-20-05-005,OLUAWO COMPOUND,141,177,0,0,7.9021368,4.5315029,1,True,True,False
Osun,ISOKAN,ORANRAN WARD,29-22-04-004,"ST. MARY'S PRY. SCHOOL, ORANRAN I",99,119,0,0,7.2206951,4.0773713,1,True,True,False
Osun,ISOKAN,OSA IKOYI (OLOKE),29-22-02-005,OLOKE QUARTERS,215,149,0,0,7.3471709,4.1756947,1,False,False,True
Osun,ISOKAN,OLUKOYI (OJA-OSUN),29-22-01-005,A U D IKOYI,0,0,0,0,7.3397439,4.177615,1,False,False,True
Osun,IWO,ISALE OBA  II,29-23-02-009,IDI-OKE II,90,108,1,0,7.6446617,4.2028901,1,True,True,False
Osun,ILA,EJIGBO  III,29-17-03-004,AJABA GARAGE,133,164,6,0,8.0015687,4.8676221,1,True,True,False
Osun,IWO,ISALE OBA  III,29-23-03-010,ADEDITI,131,108,1,0,7.6316916,4.2102716,1,True,True,False
Osun,IWO,MOLETE  III,29-23-07-004,ARAROMI MARKET,162,117,5,0,7.6403955,4.1866417,1,True,True,False
Osun,IWO,OKE-OBA  I,29-23-14-003,"ISLAMIC PRY. SCHOOL, OLOSI VILLAGE",145,96,1,0,7.7674412,4.5946053,1,True,True,False
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-001,"COOP. STORE AREA, ABIRI VILLAGE",114,90,38,5,7.4848833,4.6285509,1,True,True,False
Osun,IWO,GIDIGBO  III,29-23-13-005,DISPENSARY ALAYE III,136,144,7,0,7.6356109,4.198847,1,True,True,False
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-004,GBAFARI VILLAGE,78,86,19,0,7.3599797,4.6553679,1,False,True,False
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-005,"COOP. STORE AREA, TOBA",43,36,18,0,7.4848833,4.6285509,1,False,True,False
Osun,ILESA WEST,EREJA,29-19-09-008,OGBONI'S AREA I,61,47,12,0,7.6255599,4.7400419,1,True,True,False
Osun,IWO,GIDIGBO  I,29-23-11-006,"BAPTIST PRY. SCHOOL, AIPATE II",0,0,0,0,7.6290522,4.168334,1,False,False,True
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-008,COOP. STORE OGOGO AROWO KOMO,40,48,0,6,7.4848833,4.6285509,1,True,True,False
Osun,IWO,OKE-ADAN  II,29-23-09-006,IDI-AGBEDE,162,143,3,0,7.6446617,4.2028901,1,True,True,False
Osun,IWO,MOLETE  III,29-23-07-005,SABO/ARAROMI MARKET,148,112,5,0,7.6403955,4.1866417,1,True,True,False
Osun,ILESA WEST,EREJA,29-19-09-006,SPACE BESIDE BANUSO,53,49,8,0,7.6247575,4.7410361,1,True,True,False
Osun,IREPODUN,BARA 'A',29-20-05-002,BARA OLUNKAN,97,172,1,0,7.9021368,4.5315029,1,True,True,False
Osun,ILESA WEST,EREJA,29-19-09-010,OPEN SPACE OPP. MOSQUE,90,67,15,0,7.6255599,4.7400419,1,True,True,False
Osun,IWO,ISALE OBA  IV,29-23-04-007,OLUNLE,163,169,1,0,7.610445,4.1692941,1,True,True,False
Osun,IWO,ISALE OBA  IV,29-23-04-006,YAFOYE ST AUGUSTINE PRY SCH,187,152,2,0,7.610445,4.1692941,1,True,True,False
Osun,IREPODUN,OLOBU 'B',29-20-02-001,"OPEN SPACE HEALTH CENTRE, OJUTU",166,189,11,0,7.831385,4.50227,1,False,False,True
Osun,IREPODUN,OLOBU 'D',29-20-04-007,"L.A. PRY. SCHOOL, GBOBAMU",129,244,0,0,7.8455588,4.4928531,1,False,False,True
Osun,IREPODUN,BARA 'A',29-20-05-001,BARA OLUNKAN,89,134,0,0,7.9021368,4.5315029,1,True,True,False
Osun,IWO,ISALE OBA  IV,29-23-04-005,OPABABA,220,102,1,0,7.610445,4.1692941,1,True,True,False
Osun,ILESA WEST,EREJA,29-19-09-005,SPACE AROUND MARKET PLACE,65,60,25,0,7.6255599,4.7400419,1,True,True,False
Osun,ILA,EJIGBO  III,29-17-03-001,ADEKUNLE JUNCTION,115,123,1,0,8.0015687,4.8676221,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-022,"AYEDAADE OBA VILLAGE, AYEDAADE OBA",50,93,2,0,7.3852243,4.2846246,1,True,True,False
Osun,ISOKAN,OLUKOYI (OJA-OSUN),29-22-01-003,OLUKOYI-OJA OSUN,0,0,0,0,7.3397439,4.177615,1,False,False,True
Osun,IREPODUN,BARA 'B',29-20-06-002,AJIBIKE COMPOUND,156,114,0,0,7.9021368,4.5315029,1,True,True,False
Osun,IREPODUN,BARA 'A',29-20-05-009,JAGUN  II,0,0,0,0,7.6186747,4.4479576,1,False,False,True
Osun,IREPODUN,BARA 'A',29-20-05-011,KONDA ILOBU,160,217,4,0,7.8455588,4.4928531,1,False,False,True
Osun,IREWOLE,IKIRE 'J',29-21-10-010,"MAJEROKU VILLAGE, MAJEROKU VILLAGE",127,80,6,0,7.4563241,4.2881526,1,True,True,False
Osun,IREPODUN,BARA 'B',29-20-06-009,BABA ODUNAYO,80,191,1,0,7.9021368,4.5315029,1,True,True,False
Osun,IREPODUN,BARA 'B',29-20-06-011,BABA ODUNAYO,102,135,1,0,7.9021368,4.5315029,1,True,True,False
Osun,ILESA EAST,OKESA,29-18-01-007,ILESHA GRAMMAR SCHOOL PREMISES II,86,74,21,0,7.6280655,4.7581571,1,False,True,False
Osun,IREWOLE,IKIRE 'J',29-21-10-009,"C.H.S SCHOOL WASINMI, WASINMI VILLAGE",234,140,9,0,7.4359887,4.2634618,1,True,False,True
Osun,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-001,BAPTIST PRY. SCHOOL   I,66,105,2,0,7.631032,4.749584,1,False,True,False
Osun,ILESA EAST,IMO,29-18-02-010,IMO GARAGE AREA II,108,85,23,0,7.6230431,4.7846938,1,True,True,False
Osun,IREPODUN,BARA 'B',29-20-06-012,METHODIST PRY. SCHOOL,191,174,0,0,7.9021368,4.5315029,1,True,True,False
Osun,IREWOLE,IKIRE 'J',29-21-10-006,"ELERE VILLAGE, ELERE VILLAGE",92,71,0,1,7.3587104,4.2384621,1,True,True,False
Osun,IREWOLE,IKIRE 'J',29-21-10-005,"ST. JOHN'S PRY. SCHOOL, FIDIWO, FIDIWO VLLAGE",42,65,0,0,7.3587104,4.2384621,1,True,True,False
Osun,IREPODUN,ELERIN 'E',29-20-11-005,JAGBA II,0,0,0,0,7.8333928,4.4889896,1,False,False,True
Osun,IREWOLE,IKIRE 'J',29-21-10-002,"OOSA VILLAGE, OOSA VILLAGE",93,61,0,0,7.3587104,4.2384621,1,True,True,False
Osun,IREWOLE,IKIRE 'B',29-21-02-002,"OLD MOTOR GARAGE, MARKET SQUARE",0,0,0,0,7.453017,4.2461531,1,False,False,True
Osun,IREWOLE,IKIRE 'C',29-21-03-006,"ODEADIE, OPEN SPACE, ODEADIE, IKIRE",185,93,2,0,7.4554943,4.2692327,1,True,True,False
Osun,IREWOLE,IKIRE 'J',29-21-10-001,"OLOOWA VILLAGE, OLOOWA VILLAGE",183,93,0,0,7.3587104,4.2384621,1,True,True,False
Osun,IREWOLE,IKIRE 'C',29-21-03-007,"ONILU POPO OPEN SPACE, POPO, IKIRE",0,0,0,0,7.4554943,4.2692327,1,False,False,True
Osun,ILESA EAST,IMO,29-18-02-006,FADAHUNSI AVENUE,114,57,33,0,7.6289935,4.7818218,1,True,True,False
Osun,IREWOLE,IKIRE 'H',29-21-08-007,"ISLAMIHAL PRY. SCHOOL, OGUNYEMI AREA",197,174,13,1,7.4778676,4.1872178,1,False,False,True
Osun,ILESA EAST,IMO,29-18-02-009,IMO GARAGE AREA I,90,74,29,0,7.6230431,4.7846938,1,True,True,False
Osun,IREWOLE,IKIRE 'F',29-21-06-010,"ALAHA OPEN SPACE, BAASE, IKIRE",175,116,0,0,7.4366325,4.2666678,1,True,True,False
Osun,IREWOLE,IKIRE 'F',29-21-06-009,"ODEYINKA OLD GARAGE, LAKOOSIN, IKIRE",205,211,0,0,7.4366325,4.2666678,1,False,False,True
Osun,IREWOLE,IKIRE 'F',29-21-06-004,"CARPENTER'S HALL, MORO, IKIRE II",170,116,9,1,7.4366325,4.2666678,1,True,True,False
Osun,ILESA EAST,IMO,29-18-02-007,OLD WATER WORKS,0,0,0,0,7.6230431,4.7846938,1,False,False,True
Osun,IREWOLE,IKIRE 'J',29-21-10-012,"FUNMILAYO VILLAGE OPEN SPACE, FUNMILAYO VILLAGE",55,32,0,0,7.3587104,4.2384621,1,True,True,False
Osun,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-003,IJOKA IREWOLE CT & CS OFFICE,88,84,6,0,7.6435065,4.7678642,1,True,True,False
Osun,IWO,OKE-OBA  I,29-23-14-004,AGBONA VILLAGE,70,66,0,0,7.6401303,4.1769749,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-009,"A.D.C PRY. SCHOOL, JAGUN VILLAGE",45,12,0,0,7.3681992,4.1784152,1,False,False,True
Osun,IREWOLE,IKIRE 'K',29-21-11-021,"BAPTIST PRY. SCHOL, OLOKOKO VILLAGE",63,36,0,0,7.3529981,4.3080418,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-020,"EFUNLE ALAGUNTAN PRY. SCHOOL, EFUNLE ALAGUNTAN",71,23,0,0,7.3167,4.3,1,True,True,False
Osun,ILESA EAST,IMO,29-18-02-008,IBL SECOND GATE,72,48,38,1,7.6230431,4.7846938,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-016,"ARINKINKIN VILLAGE, ARINKINKIN",75,75,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-015,"BAMIDELE VILLAGE OPEN SPACE, BAMIDELE VILLAGE",92,71,0,1,7.3852243,4.2846246,1,True,True,False
Osun,ILESA WEST,EREJA,29-19-09-003,POST OFFICE,49,65,31,1,7.62576,4.7421698,1,True,True,False
Osun,IREPODUN,BARA 'B',29-20-06-003,AJIBIKE COMPOUND,174,190,5,10,7.9021368,4.5315029,1,True,True,False
Osun,ILESA WEST,ILAJE,29-19-07-008,ST. PETER'S FRONTAGE,111,81,43,1,7.6454668,4.7122337,1,True,False,False
Osun,IREWOLE,IKIRE 'K',29-21-11-011,"ODOKOTO VILLAGE, OPEN SPACE,ODOKOTO VILLAGE",73,20,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-010,"AAJO VILLAGE OPEN SPACE, AAJO VILLAGE",56,35,0,0,7.3852243,4.2846246,1,True,True,False
Osun,ILA,ISEDO  II,29-17-05-007,OJUDE ODOSIN II( AKODI OBALUMO O/S IN ODOSIN),0,0,0,0,8.0159804,4.9130261,1,False,False,True
Osun,ILESA EAST,OKESA,29-18-01-001,FRONTAGE OF OBANLA'S PALACE I,0,0,0,0,7.6246648,4.7600984,1,False,False,True
Osun,IREWOLE,IKIRE 'K',29-21-11-008,"ST. JAMES PRY. SCHOOL, AKAN AGBONGBON VILLAGE",93,53,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-007,"AKINROPO VILLAGE, OPEN SPACE, AKINROPO VILLAGE",23,69,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREPODUN,BARA 'B',29-20-06-005,BABA ODUNAYO,160,174,0,0,7.9021368,4.5315029,1,True,True,False
Osun,ILESA WEST,ILAJE,29-19-07-007,IMADIN JUNCTION,0,0,0,0,7.6432287,4.7367993,1,False,False,True
Osun,IREWOLE,IKIRE 'K',29-21-11-006,"OLOBE VILLAGE OPEN SPACE, OLOBE VILLAGE",98,87,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-005,"A.D.C SCHOOL, OLUSEKE VILLAGE III",61,23,0,0,7.3852243,4.2846246,1,True,True,False
Osun,IREWOLE,IKIRE 'K',29-21-11-004,"A.D.C SCHOOL, OLUSEKE VILLAGE II",81,34,1,0,7.3852243,4.2846246,1,True,True,False
Osun,ILESA WEST,ISOKUN,29-19-05-011,FAITH FOUNDATION N & P SCHOOL I,85,66,10,1,7.651763,4.7426176,1,True,True,False
Osun,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-008,IGBOGI HALL AREA I,21,21,3,0,7.6323931,4.7407068,1,False,False,True
Osun,ILESA EAST,ILERIN,29-18-09-007,IJESA MUSLIM GRAMMAR SCHOOL II,0,0,0,0,7.5993701,4.7558924,1,False,False,True
Osun,ILESA WEST,EREJA,29-19-09-007,TOWN PLANNING AREA,46,47,20,1,7.6255599,4.7400419,1,True,True,False
Osun,OBOKUN,ILARE,29-24-10-001,ILARE METHODIST PRY. SCHOOL,65,181,2,0,7.8167271,4.7355948,1,True,True,False
Osun,IWO,OKE-OBA  I,29-23-14-005,AWOKEKERE VILLAGE,81,31,1,0,7.6401303,4.1769749,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-012,FRONT OF ILE IDI-OKE,111,55,4,0,7.7660253,4.5779191,1,True,True,False
Osun,OSOGBO,ARE-AGO,29-30-08-006,"8, OKE-AYEPE STREET",0,0,0,0,7.7573774,4.5651628,1,False,False,True
Osun,OSOGBO,ARE-AGO,29-30-08-012,COSTAIN MATERNITY L.G,230,118,14,0,7.7443522,4.5779191,1,False,False,True
Osun,OSOGBO,JAGUN 'A',29-30-09-001,"32, KAJOLA STREET",142,62,1,0,7.7656855,4.5614739,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-002,PUBLIC TOILET AREA KAJOLA,120,69,1,0,7.7651606,4.561063,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-003,"37, IBOKUN ROAD",118,85,3,0,7.7661646,4.5613019,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-005,"43, IBOKUN ROAD",55,55,4,0,7.7667074,4.5611637,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-006,"22, OLUGUNNA STREET",97,47,0,0,7.7648921,4.5628772,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-008,PUBLIC TOILET AREA KAJOLA,85,50,0,0,7.7651606,4.561063,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-009,"60, IBOKUN ROAD  I",0,0,0,0,7.7663672,4.561921,1,True,False,True
Osun,OSOGBO,JAGUN 'A',29-30-09-010,"60, IBOKUN ROAD  II",73,53,1,0,7.7663672,4.561921,1,True,True,False
Osun,OSOGBO,JAGUN 'A',29-30-09-011,OPP. 24 OLUGUNNA STREET,152,51,2,0,7.7648921,4.5628772,1,True,True,False
Osun,OSOGBO,JAGUN B',29-30-10-006,"14, ARERUWE HOTEL",83,169,3,0,7.7628109,4.5617978,1,True,False,False
Osun,OSOGBO,BABA KEKERE,29-30-11-001,NEAR MATANMI MOSQUE,174,66,4,0,7.7660253,4.5779191,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-004,"12, MATANMI STREET",150,74,4,1,7.7660253,4.5779191,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-007,"12, OKE IMOLE STREET",130,84,4,0,7.7660253,4.5779191,1,True,True,False
Osun,OSOGBO,ALAGBA,29-30-07-018,"16, IBOKUN ROAD",109,72,2,0,7.7668637,4.5625662,1,True,True,False
Osun,OSOGBO,ALAGBA,29-30-07-004,"20, IBOKUN ROAD",99,93,5,1,7.7668637,4.5625662,1,True,True,False
Osun,OSOGBO,ALAGBA,29-30-07-002,5.  IBOKUN ROAD  I,0,0,5,0,7.7664959,4.5611991,1,True,True,False
Osun,OSOGBO,ATAOJA  'A',29-30-01-016,1 ASUBIARO STR,0,0,0,0,7.7681983,4.5483179,1,False,False,True
Osun,ORIADE,IWOYE,29-28-04-001,"TOWN HALL, IWOYE",82,249,4,0,7.6848729,4.8183684,1,False,False,True
Osun,OROLU,OLUFON OROLU 'C',29-29-03-004,SURULERE AREA,0,0,0,0,7.8517932,4.4732951,1,False,False,True
Osun,OSOGBO,ATAOJA  'A',29-30-01-001,"6, WINJOBI STREET",117,63,6,0,7.780961,4.5275925,1,True,True,False
Osun,OSOGBO,ATAOJA  'A',29-30-01-006,"10, WINJOBI",87,27,2,0,7.7809612,4.5275938,1,True,True,False
Osun,OSOGBO,ATAOJA  'A',29-30-01-009,FARM SETTLEMENT,46,46,4,0,7.7119648,4.5676009,1,True,True,False
Osun,OSOGBO,ATAOJA  'A',29-30-01-013,FARM SETTLEMENT,42,32,1,1,7.7119648,4.5676009,1,True,True,False
Osun,OSOGBO,ATAOJA  'E',29-30-05-019,OKIN STREET BEHIND CAPITAL HOTEL,91,106,95,0,7.7834779,4.5292243,1,False,False,True
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-013,"METHODIST SCHOOL, ISALE-ARO II",57,24,6,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-003,ISALE ARO SALVATION ARMY I,115,56,8,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-004,ISALE-ARO SALVATION ARMY II,72,24,6,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-005,ISALE-ARO SALVATION ARMY III,124,42,7,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-006,ISALE-ARO SALVATION ARMY III,52,21,9,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-007,ISALE-ARO SALVATION ARMY V,119,23,13,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,OTUN JAGUN 'B',29-30-06-012,"METHODIST SCHOOL, ISALE-ARO I",74,50,14,0,7.7706944,4.551652,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-011,OWOLABI STREET OBATEDO,0,0,0,0,7.7587865,4.5820932,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-013,"5, FAGBEMI STREET",176,72,3,0,7.7660253,4.5779191,1,True,True,False
Osun,ORIADE,IJEBU-JESA,29-28-03-009,OGUNSEEMI'S HOUSE,114,146,9,0,7.6795774,4.8080048,1,True,True,False
Osun,OSOGBO,BABA KEKERE,29-30-11-014,OPP. 28 FAGBEMI,190,86,3,0,7.7660253,4.5779191,1,True,True,False
Osun,ILESA WEST,ISOKUN,29-19-05-017,"OPEN SPACE AGBOWORIN JUNCTION NEAR TELECOM MAST, ILESA",13,40,3,0,7.6608139,4.7480005,1,False,False,True
Osun,ILESA WEST,LOWER EGBE-IDI,29-19-02-010,"METHODIST HIGH SCHOOL, IJEBU JESHA ROAD, ILESA",15,25,10,0,7.6370991,4.7539677,1,False,False,True
Osun,ISOKAN,ASALU (MOGIMOGI),29-22-08-015,OPEN SPACE OPPOSITE HASIBUINALAH OIL DEPOT,9,18,8,0,7.348316,4.1974627,1,False,False,True
Osun,IWO,MOLETE  II,29-23-06-012,SANGAN/ERIN-OWON,170,119,1,0,7.6478767,4.215396,1,False,False,True
Osun,IWO,MOLETE  III,29-23-07-013,"OPEN SPACE,  OLUWATEDO JUNCTION",27,29,1,0,7.6427128,4.1897788,1,False,False,True
Osun,OLORUNDA,AYETORO,29-27-08-032,"ARAROMI ILUPEJU COMMUNITY PRIMARY SCHOOL, KELEBE, OSOGBO",0,0,0,0,7.8013132,4.5818425,1,False,False,True
Osun,OSOGBO,ATAOJA  'E',29-30-05-026,"OPEN SPACE,ADJACENT  EMMANUEL PLAZA, OSOGBO",3,5,4,0,7.7769286,4.5284489,1,False,False,True
Osun,OSOGBO,ATAOJA  'E',29-30-05-033,"OPEN SPACE, BESIDE TRANFORMER, ODOFIN PETER AJIBOLA STREET, OSOGBO",18,13,7,0,7.780735,4.5433994,1,False,False,True
