State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Latitude,Longitude,APC_Outlier_Score,PDP_Outlier_Score,LP_Outlier_Score,NNPP_Outlier_Score,Max_Outlier_Score
Osun,OBOKUN,ESA-OKE,29-24-07-012,OKE-TAFIA PRIMARY SCHOOL,106,223,0,0,7.763574,4.896008,0,2,0,1,2
Osun,ISOKAN,IDOGUN WARD,29-22-05-001,AWORIN SADIKU ADC PRY SCH,148,162,3,1,7.2837275,4.1187565,0,0,0,2,2
Osun,ISOKAN,ALAPOMU  I (ODO-OSUN),29-22-06-001,"BAPTIST PRY. SCHOOL, OKE OLOSI",132,256,0,0,7.403862,4.232291,2,1,1,2,2
Osun,IREPODUN,BARA 'B',29-20-06-007,BABA ODUNAYO,113,86,3,0,7.9021368,4.5315029,0,2,1,1,2
Osun,IREPODUN,BARA 'B',29-20-06-004,LANLOKO,107,214,0,0,7.9021368,4.5315029,0,2,1,1,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-002,OGBAAGBA OGBAAGBA VILLAGE,0,0,0,0,7.7016673,4.251281,1,1,2,0,2
Osun,IREPODUN,BARA 'A',29-20-05-009,JAGUN  II,0,0,0,0,7.6186747,4.4479576,2,1,1,1,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-003,WAKAJAIYE I,83,109,3,0,7.4386611,4.3359635,1,2,1,1,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-005,"OLOBA VILLAGE, OLOBA VILLAGE",76,4,2,0,7.4386611,4.3359635,1,2,1,1,2
Osun,ILESA WEST,ISIDA/ADETI,29-19-08-005,SPACE AROUND ESIRA'S CHIEFTANCY HOUSE,113,161,19,1,7.6279079,4.7416591,2,0,0,0,2
Osun,ILESA WEST,ISIDA/ADETI,29-19-08-001,"AFRICAN PRY. SCHOL, ARAGAN",125,112,24,1,7.6279079,4.7416591,2,0,0,0,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-011,"AKIRIBOTO ALABE, AKIRIBOTO VILLAGE",30,16,0,0,7.4650864,4.323766,1,1,1,2,2
Osun,ILESA WEST,ILAJE,29-19-07-008,ST. PETER'S FRONTAGE,111,81,43,1,7.6454668,4.7122337,0,0,2,2,2
Osun,ILESA WEST,ILAJE,29-19-07-005,OPEN SPACE ALAJE'S HOUSE,171,134,21,0,7.6454668,4.7122337,0,0,2,0,2
Osun,ILESA WEST,ILAJE,29-19-07-004,OGEDENGBE COMM. HIGH SCHOOL,99,148,30,0,7.6454668,4.7122337,0,0,2,0,2
Osun,ILESA WEST,ILAJE,29-19-07-001,"FRONTAGE OF NUD. PRY. SCHOOL, MOROKO ROAD",108,119,15,1,7.6346458,4.7296409,0,0,0,2,2
Osun,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-002,OPEN SPACE AROUND ALAKATA'S HOUSE,144,130,6,0,7.6400019,4.7174062,0,0,2,0,2
Osun,ILESA WEST,ISOKUN,29-19-05-011,FAITH FOUNDATION N & P SCHOOL I,85,66,10,1,7.651763,4.7426176,1,1,0,2,2
Osun,ILESA WEST,ISOKUN,29-19-05-006,GEORGE BURTON COLLEGE I,129,116,57,0,7.6535175,4.7443699,0,2,1,0,2
Osun,ILESA WEST,OMOFE/IDASA,29-19-04-010,FRONTAGE OF BAMURA'S HOUSE   II,101,149,10,0,7.6309955,4.7374545,2,0,0,0,2
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-012,"OLUWADA, OLUWADA VILLAGE",44,38,1,0,7.4675269,4.3844601,2,0,0,1,2
Osun,ILESA WEST,OMOFE/IDASA,29-19-04-002,HOLY TRINITY 'A' SCHOOL OMOFE I,94,88,7,1,7.6327119,4.7393183,0,0,0,2,2
Osun,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-008,IGBOGI HALL AREA I,21,21,3,0,7.6323931,4.7407068,1,1,1,2,2
Osun,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-004,OKE OLA OPEN SPACE,128,135,7,0,7.6279423,4.7484452,2,0,0,1,2
Osun,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-003,SPACE NEAR AMURU HOUSE,0,0,0,0,7.6400019,4.7174062,0,0,2,0,2
Osun,ILESA EAST,BILADU,29-18-11-005,AKIN OBI WAY OKE-OPO,106,114,13,0,7.6141554,4.7283591,2,0,0,1,2
Osun,ILESA EAST,BOLORUNDURO,29-18-10-008,UNITED ANGLICAN PRY. SCHOOL I,83,86,15,1,7.5911749,4.7329268,0,0,0,2,2
Osun,ILESA EAST,BOLORUNDURO,29-18-10-007,ORO AJIMOKO PRY. SCHOOL II,45,54,6,0,7.658203,4.7262728,0,0,2,1,2
Osun,ILESA EAST,ILERIN,29-18-09-008,ILERIN ROAD,0,0,0,0,7.6341986,4.7536277,2,2,0,1,2
Osun,ILESA EAST,ILERIN,29-18-09-007,IJESA MUSLIM GRAMMAR SCHOOL II,0,0,0,0,7.5993701,4.7558924,1,1,1,2,2
Osun,ILESA EAST,IJAMO,29-18-05-005,FRONTAGE OLAIYA WEAVING INDUSTRY,122,109,17,1,7.5962981,4.7588042,0,0,0,2,2
Osun,IREPODUN,BARA 'B',29-20-06-006,BABA ODUNAYO,101,97,0,0,7.9021368,4.5315029,0,2,1,1,2
Osun,AYEDAADE,OTUN-OLUFI,29-03-04-011,"ABEKOKO, ABEKOKO AREA, GBONGAN",213,130,3,0,7.4762865,4.3513749,2,1,0,1,2
Osun,OLA-OLUWA,TELEMU,29-26-01-004,"D.C. PRY. SCHOOL, TELEMU II",138,97,4,0,7.695484,4.330498,0,2,0,1,2
Osun,IREPODUN,BARA 'B',29-20-06-010,BABA ODUNAYO,215,93,0,0,7.9021368,4.5315029,0,2,1,1,2
Osun,ISOKAN,ORANRAN WARD,29-22-04-001,"R.C.M PRY. SCHOOL, MOPA",61,100,1,1,7.3485094,4.1871927,0,0,0,2,2
Osun,IREWOLE,IKIRE 'K',29-21-11-018,"BAPTIST DAY SCHOOL, ONIKAN VILLAGE",60,77,0,0,7.3690788,4.1925001,2,0,0,0,2
Osun,IREWOLE,IKIRE 'K',29-21-11-017,"MOLAUSA VILLAGE, MOLAUSA",116,105,3,0,7.3852243,4.2846246,0,2,1,1,2
Osun,AYEDAADE,OLUFI,29-03-03-002,"OBADOORE CUSTOMARY COURT, GBONGAN",82,83,3,0,7.477272,4.356046,2,0,0,1,2
Osun,IREWOLE,IKIRE 'K',29-21-11-013,"ODEYINKA BAPTIST DAY SCHOOL, ODEYINKA VILLAGE I",161,150,1,0,7.3232901,4.3637088,0,2,1,1,2
Osun,IREWOLE,IKIRE 'K',29-21-11-012,"AYETORO VILLAGE, OPEN SPACE, AYETORO VILLAGE",124,134,1,0,7.3852243,4.2846246,0,2,1,1,2
Osun,IREWOLE,IKIRE 'K',29-21-11-009,"A.D.C PRY. SCHOOL, JAGUN VILLAGE",45,12,0,0,7.3681992,4.1784152,1,1,1,2,2
Osun,IREWOLE,IKIRE 'K',29-21-11-005,"A.D.C SCHOOL, OLUSEKE VILLAGE III",61,23,0,0,7.3852243,4.2846246,1,2,1,1,2
Osun,IREWOLE,IKIRE 'K',29-21-11-002,"MOLARERE VILLAGE, OPEN SPACE, MOLARERE VILLAGE",192,149,0,0,7.380836,4.2677899,0,2,1,1,2
Osun,AYEDAADE,OLUFI,29-03-03-007,"OKE IRORUN JUNCTION, AJEGUNLE AREA",177,109,9,0,7.1435618,4.3382107,0,0,2,1,2
Osun,IREWOLE,IKIRE 'J',29-21-10-009,"C.H.S SCHOOL WASINMI, WASINMI VILLAGE",234,140,9,0,7.4359887,4.2634618,2,1,1,1,2
Osun,IREWOLE,IKIRE 'J',29-21-10-008,"BALOGUN VILLAGE, BALOGUN VILLAGE  II",79,31,0,0,7.4030851,4.2325536,2,0,0,1,2
Osun,IREWOLE,IKIRE 'J',29-21-10-006,"ELERE VILLAGE, ELERE VILLAGE",92,71,0,1,7.3587104,4.2384621,0,1,1,2,2
Osun,IREWOLE,IKIRE 'J',29-21-10-004,"WASINMI MARKET, WASINMI VILLAGE",147,95,0,0,7.4359887,4.2634618,1,2,0,0,2
Osun,IREWOLE,IKIRE 'J',29-21-10-001,"OLOOWA VILLAGE, OLOOWA VILLAGE",183,93,0,0,7.3587104,4.2384621,2,1,1,0,2
Osun,AYEDAADE,OTUN-OLUFI,29-03-04-008,"E.D.C. SCHOOL, ARAROMI, ADENUGA AREA, GBONGAN",206,132,5,1,7.4764933,4.3489667,1,1,0,2,2
Osun,IREWOLE,IKIRE 'G',29-21-07-003,"A.D.C PRY. SCHOOL, OKE-ADA AREA",64,60,0,0,7.3676123,4.1762715,2,0,0,1,2
Osun,IREWOLE,IKIRE 'F',29-21-06-011,"OKIN OPEN SPACE, POPO, IKIRE",95,80,2,0,7.4366325,4.2666678,2,2,0,0,2
Osun,IREWOLE,IKIRE 'F',29-21-06-009,"ODEYINKA OLD GARAGE, LAKOOSIN, IKIRE",205,211,0,0,7.4366325,4.2666678,2,1,1,1,2
Osun,IREWOLE,IKIRE 'F',29-21-06-004,"CARPENTER'S HALL, MORO, IKIRE II",170,116,9,1,7.4366325,4.2666678,1,1,0,2,2
Osun,IREWOLE,IKIRE 'F',29-21-06-002,"SABO SQUARE, SABO, IKIRE",95,101,1,0,7.3441534,4.1752541,2,0,1,1,2
Osun,IREWOLE,IKIRE 'D',29-21-04-010,"FAGBURE OPEN SPACE, ITAAKUN, IKIRE",97,116,0,0,7.4337132,4.2897563,2,0,0,1,2
Osun,IREWOLE,IKIRE 'D',29-21-04-008,"ILUPEJU/ORIOLORI, ILUPEJU, IKIRE",190,84,4,0,7.4337132,4.2897563,2,0,0,1,2
Osun,IREWOLE,IKIRE 'C',29-21-03-008,"ASIYIN POPO OPEN SPACE, POPO, IKIRE",165,107,5,0,7.4554943,4.2692327,0,2,1,1,2
Osun,IREPODUN,ELERIN 'E',29-20-11-005,JAGBA II,0,0,0,0,7.8333928,4.4889896,2,1,0,1,2
Osun,IREPODUN,ELERIN 'D',29-20-10-010,IYA-OBA COMPOUND,46,34,1,0,7.78711,4.51692,0,0,2,2,2
Osun,IREPODUN,ELERIN 'B',29-20-08-004,UNITED XTIAN PRY. SCHOOL,56,118,10,1,7.8185985,4.477401,1,0,2,2,2
Osun,OLA-OLUWA,TELEMU,29-26-01-003,"D.C. PRY. SCHOOL, TELEMU I",146,97,0,0,7.695484,4.330498,0,2,0,1,2
Osun,OLA-OLUWA,OGBAAGBA  I,29-26-03-004,"COM. PRY SCHOOL, IGEGE",193,94,2,0,7.7132772,4.2326146,0,0,2,1,2
Osun,OLA-OLUWA,OGBAAGBA  I,29-26-03-001,"ST. JAMES PRY. SCHOOL, OGBAAGBA I",61,188,3,0,7.7016673,4.251281,0,2,2,0,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-004,COURT HALL ITAPA,6,238,0,0,7.4174486,4.763334,2,1,2,1,2
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-016,OPEN SPACE BY OWODE MARKET SQUARE,102,68,0,0,7.897924,4.6682867,0,2,0,1,2
Osun,BORIPE,COLLEGE/EGBADA ROAD,29-06-03-012,AJANI OKIN PRIMARY SCHOOL,253,44,1,0,7.8358911,4.6347041,2,1,1,1,2
Osun,AYEDIRE,OLUPONNA  1,29-04-01-006,OLODE OPEN SPACE,142,149,1,0,7.5803799,4.2025859,1,1,1,2,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-006,OPEN SPACE TEMIDIRE I,7,157,0,0,7.3892357,4.7555688,1,0,2,1,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-007,"OPEN SPACE, TEMIDIRE II",4,162,0,0,7.3892357,4.7555688,1,0,2,1,2
Osun,ATAKUMOSA EAST,IPERINDO,29-01-04-009,"SAINT MARK'S 'B' ANG PRY SCHOOL, IPERINDO",22,41,1,0,7.4444609,4.8209596,1,1,0,2,2
Osun,ATAKUMOSA EAST,AYEGUNLE,29-01-06-007,TOWN HALL IPAULA,17,48,0,0,7.4664825,4.7795149,1,1,1,2,2
Osun,OSOGBO,OTUN BALOGUN 'A',29-30-14-005,L.A. PRY. SCHOOL  I,134,100,5,1,7.7654948,4.571777,0,2,0,0,2
Osun,ATAKUMOSA EAST,FOREST RESERVE  1,29-01-07-007,OWADA,34,34,1,0,7.4771604,4.7898731,2,1,0,1,2
Osun,OSOGBO,BABA KEKERE,29-30-11-009,ST. ANDREW PRY. SCHOOL,160,93,19,1,7.734557,4.5399209,0,0,0,2,2
Osun,OSOGBO,BABA KEKERE,29-30-11-008,"18, FAGBEMI STREET",181,118,2,2,7.7660253,4.5779191,0,2,0,1,2
Osun,OSOGBO,BABA KEKERE,29-30-11-006,"24,OKOKI IFEDODUN",129,159,0,0,7.7660253,4.5779191,0,2,0,0,2
Osun,OSOGBO,BABA KEKERE,29-30-11-005,"24,OKOKI IFEDODUN",122,107,1,0,7.7660253,4.5779191,0,2,0,0,2
Osun,OSOGBO,JAGUN 'A',29-30-09-011,OPP. 24 OLUGUNNA STREET,152,51,2,0,7.7648921,4.5628772,0,1,1,2,2
Osun,OSOGBO,JAGUN 'A',29-30-09-009,"60, IBOKUN ROAD  I",0,0,0,0,7.7663672,4.561921,1,2,0,0,2
Osun,OSOGBO,JAGUN 'A',29-30-09-007,"22, OLUGUNNA STREET",93,102,0,0,7.7648921,4.5628772,0,2,1,2,2
Osun,OSOGBO,JAGUN 'A',29-30-09-006,"22, OLUGUNNA STREET",97,47,0,0,7.7648921,4.5628772,0,1,1,2,2
Osun,OSOGBO,JAGUN 'A',29-30-09-004,"24, OLUGUNNA STREET`",144,0,0,49,7.7648921,4.5628772,0,0,1,2,2
Osun,OSOGBO,JAGUN 'A',29-30-09-003,"37, IBOKUN ROAD",118,85,3,0,7.7661646,4.5613019,2,1,0,1,2
Osun,OSOGBO,ARE-AGO,29-30-08-012,COSTAIN MATERNITY L.G,230,118,14,0,7.7443522,4.5779191,1,0,2,0,2
Osun,OSOGBO,ARE-AGO,29-30-08-011,"3,OKE AYEPE",169,103,12,0,7.7579253,4.5634969,0,2,0,1,2
Osun,ATAKUMOSA EAST,FAFORIJI,29-01-09-006,COMM. PRY. SCHOOL OMI-ODO,7,80,0,0,7.3162559,4.7174062,2,0,1,0,2
Osun,OSOGBO,ARE-AGO,29-30-08-008,OWODE VILLAGE  I,157,109,35,0,7.7368129,4.5935307,1,0,2,0,2
Osun,OSOGBO,ARE-AGO,29-30-08-002,"10, ISALE AGBARA",150,107,4,0,7.7709035,4.5529779,0,2,0,1,2
Osun,OSOGBO,ALAGBA,29-30-07-018,"16, IBOKUN ROAD",109,72,2,0,7.7668637,4.5625662,2,1,0,0,2
Osun,OSOGBO,ALAGBA,29-30-07-004,"20, IBOKUN ROAD",99,93,5,1,7.7668637,4.5625662,2,1,0,2,2
Osun,OSOGBO,ATAOJA  'E',29-30-05-020,"RAILWAY STATION, OKE-FIA",113,55,32,1,7.7829176,4.5467778,0,0,1,2,2
Osun,BORIPE,ISALE-OYO,29-06-04-009,"OPEN SPACE, AJEGUNLE JUNCTION",47,23,3,0,7.8543365,4.6837934,2,0,1,1,2
Osun,EDE NORTH,ASUNMO,29-07-10-008,OPEN SPACE ALUBO OKE-OGOSUN.,46,84,0,0,7.729243,4.4696765,0,2,2,0,2
Osun,ATAKUMOSA EAST,FAFORIJI,29-01-09-008,EHIN-OKE,5,72,0,0,7.3162559,4.7174062,2,0,1,0,2
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-012,COMMUNITY PRY. SCHOOL,5,78,1,0,7.7146527,4.4891506,2,1,0,1,2
Osun,ATAKUMOSA EAST,IPERINDO,29-01-04-008,OPEN SPACE AYENI/TEMIDIRE,22,72,1,0,7.4956801,4.8235509,1,2,1,1,2
Osun,OSOGBO,ATAOJA  'E',29-30-05-026,"OPEN SPACE,ADJACENT  EMMANUEL PLAZA, OSOGBO",3,5,4,0,7.7769286,4.5284489,1,1,2,0,2
Osun,OSOGBO,ATAOJA  'C',29-30-03-017,"OPEN SPACE, INFRONT OF MTN MAST OPP. NO. 2 JALEYEMI AREA, OSOGBO",45,70,7,0,7.7682931,4.5461595,1,2,1,1,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-001,ETI ONI OPEN SPACE,5,106,1,0,7.3892357,4.7555688,2,0,2,1,2
Osun,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-009,"D.C. PRY SCHOOL, AJAGUNLASE",200,115,0,21,7.818697,4.2025859,2,0,1,2,2
Osun,IWO,MOLETE  II,29-23-06-012,SANGAN/ERIN-OWON,170,119,1,0,7.6478767,4.215396,1,1,1,2,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-002,"L.A. PRY. SCHOOL, ALADODO",1,125,3,0,7.392688,4.767194,2,0,2,1,2
Osun,ILESA WEST,LOWER EGBE-IDI,29-19-02-010,"METHODIST HIGH SCHOOL, IJEBU JESHA ROAD, ILESA",15,25,10,0,7.6370991,4.7539677,2,1,1,2,2
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-003,"ANG. PRY. SCHOOL, ALARERE",7,165,0,0,7.395267,4.688764,2,2,2,0,2
Osun,ILESA WEST,ISOKUN,29-19-05-015,"COMMUNITY PRIMARY SCHOOL, OKE OMIRU, ILESA",0,0,0,0,7.6546548,4.7409665,1,1,2,0,2
Osun,ILESA WEST,ISOKUN,29-19-05-013,"OBA AJIMOKO HIGH SCHOOL, OSOGBO ROAD, ILESA",141,170,33,0,7.6546249,4.7250043,0,0,2,0,2
Osun,ILESA EAST,ISARE,29-18-08-010,OPEN SPACE OPP. MAXIMAL EDU. INSTITUTES,5,34,0,0,7.6194277,4.7445701,1,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-020,"OPEN SPACE OPP. C.A.C. OKE-ISEGUN, MOORE",86,43,2,0,7.5554803,4.5315029,1,2,1,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-029,"OPEN SPACE , ALL SOULS CHAPEL ( UNDER NEEM TREE)",1,9,4,0,7.5554803,4.5315029,1,2,1,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-028,OPEN SPACE MOTION GROUND OAU,34,4,60,1,7.5185596,4.5228445,2,2,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-027,OPEN SPACE BASKET BALL COURT BLOCK 3,11,4,26,0,7.5554803,4.5315029,1,2,1,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-025,HOLY SAVIOUR PRY SCH FASINA,44,12,12,1,7.4793407,4.5441827,1,2,1,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-023,"LOCAL HEALTH AUTHORITY, POWERLINE AJEBAMIDELE",18,11,4,0,7.4836043,4.530369,1,2,1,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-022,"OPEN SPACE OPP. HIGH COURT, BESIDE DIGANGA HOTEL AJEBAMIDELE",43,25,22,0,7.4965814,4.5179283,0,1,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-020,OPEN SPACE OAU HEALTH CENTRE,3,1,8,0,7.5203542,4.5165228,1,2,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-018,OPEN SPACE MOREMI HALL,19,9,27,0,7.5554803,4.5315029,1,2,1,2,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-016,COMMUNITY SCH. KAJOLA AKILE,23,9,17,0,7.525776,4.5359479,2,2,2,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-015,"OPEN SPACE, HOTEL DE-TREASURE EDE ROAD",40,29,20,0,7.4911161,4.5294892,0,1,2,0,2
Osun,IFE CENTRAL,IREMO III,29-11-07-021,OPEN SPACE BESIDE ST. PETER'S PRY SCH OJATUNTUN,30,4,1,0,7.4870951,4.5514827,1,2,1,1,2
Osun,IFE CENTRAL,IREMO III,29-11-07-020,OPEN SPACE ADJACENT CHRIST FISHER'S ONIREKE,16,8,3,0,7.4870951,4.5514827,1,2,1,1,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-020,OPEN SPACE OLORUNSOGO T-JUNCTION ELEYELE,100,30,37,0,7.4986919,4.5392361,1,2,2,1,2
Osun,IFE CENTRAL,ILARE I,29-11-01-017,"OPEN SPACE,IGBOYA JUNCTION ROAD 7",37,19,7,0,7.4984531,4.5532253,1,1,2,2,2
Osun,OSOGBO,ATAOJA  'E',29-30-05-019,OKIN STREET BEHIND CAPITAL HOTEL,91,106,95,0,7.7834779,4.5292243,1,1,2,1,2
Osun,OSOGBO,ATAOJA  'E',29-30-05-013,WOMEN COMMISSION,95,68,27,0,7.7854637,4.5340805,0,0,2,0,2
Osun,ILESA EAST,IMO,29-18-02-008,IBL SECOND GATE,72,48,38,1,7.6230431,4.7846938,0,1,2,2,2
Osun,OLORUNDA,AYETORO,29-27-08-003,OTAEFUN SETTLEMENT,287,170,67,3,7.8192555,4.5869152,1,1,2,1,2
Osun,OLORUNDA,OWODE  II,29-27-07-008,"11A, ADENLE LANE",122,108,2,6,7.7803972,4.5643769,1,0,0,2,2
Osun,OLORUNDA,OWODE  II,29-27-07-005,IN FRONT OF OLD MUSEUM,108,80,11,0,7.7803972,4.5643769,1,0,0,2,2
Osun,OLORUNDA,OWODE  II,29-27-07-004,OYINBO OLOBI,166,132,5,0,7.7803972,4.5643769,1,0,0,2,2
Osun,OLORUNDA,OWODE  II,29-27-07-003,"ST. JAMES SCHOOL, C",117,108,5,0,7.8582665,4.5727598,0,2,0,1,2
Osun,ATAKUMOSA WEST,OSU  III,29-02-03-004,"PRY. SCHOOL, ITAMERIN",31,89,3,0,7.5708836,4.6088854,0,2,0,1,2
Osun,OLORUNDA,AKOGUN,29-27-03-005,"8, ARIKALAMU",237,97,0,0,7.7758104,4.5612316,2,0,0,0,2
Osun,OLORUNDA,AKOGUN,29-27-03-002,ORIAYE OPEN SPACE,139,106,4,1,7.7750185,4.5605083,1,0,0,2,2
Osun,OLORUNDA,BALOGUN,29-27-02-005,ALL SAINTS PRY SCHOOL  I,136,98,13,0,7.999687,4.598033,0,0,2,1,2
Osun,ATAKUMOSA WEST,IBODI,29-02-04-003,IGILA VILLAGE,28,69,2,0,7.5817,4.6631,0,0,2,1,2
Osun,OLORUNDA,AGOWANDE,29-27-01-013,BACK OF OBELAWO PLASTIC INDUSTRY,161,55,25,0,7.7892279,4.5674858,1,0,2,2,2
Osun,OLORUNDA,AGOWANDE,29-27-01-011,"CHURCH STREET,",149,55,14,0,7.7837605,4.5619096,1,0,0,2,2
Osun,OLORUNDA,AGOWANDE,29-27-01-010,AROUND EBENEZER BAPTIST,129,130,6,1,7.7988796,4.5469705,1,0,2,0,2
Osun,OLORUNDA,AGOWANDE,29-27-01-009,OLATUNJI AJAYI STREET,166,101,24,22,7.7889815,4.5605478,1,0,1,2,2
Osun,OLORUNDA,AGOWANDE,29-27-01-008,OKE ONITEA IREPODUN,134,65,55,0,7.7879708,4.5625925,1,0,1,2,2
